ï..dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,Country
14/03/2020,14,3,2020,1,0,Sudan,SD,SDN,41801533,South Sudan
31/03/2020,31,3,2020,4,0,Togo,TG,TGO,7889094,Togo
30/03/2020,30,3,2020,2,0,Togo,TG,TGO,7889094,Togo
29/03/2020,29,3,2020,3,0,Togo,TG,TGO,7889094,Togo
28/03/2020,28,3,2020,1,1,Togo,TG,TGO,7889094,Togo
27/03/2020,27,3,2020,1,0,Togo,TG,TGO,7889094,Togo
26/03/2020,26,3,2020,5,0,Togo,TG,TGO,7889094,Togo
25/03/2020,25,3,2020,0,0,Togo,TG,TGO,7889094,Togo
24/03/2020,24,3,2020,3,0,Togo,TG,TGO,7889094,Togo
23/03/2020,23,3,2020,0,0,Togo,TG,TGO,7889094,Togo
22/03/2020,22,3,2020,6,0,Togo,TG,TGO,7889094,Togo
21/03/2020,21,3,2020,8,0,Togo,TG,TGO,7889094,Togo
20/03/2020,20,3,2020,0,0,Togo,TG,TGO,7889094,Togo
19/03/2020,19,3,2020,0,0,Togo,TG,TGO,7889094,Togo
18/03/2020,18,3,2020,0,0,Togo,TG,TGO,7889094,Togo
17/03/2020,17,3,2020,0,0,Togo,TG,TGO,7889094,Togo
16/03/2020,16,3,2020,0,0,Togo,TG,TGO,7889094,Togo
15/03/2020,15,3,2020,0,0,Togo,TG,TGO,7889094,Togo
07/03/2020,7,3,2020,1,0,Togo,TG,TGO,7889094,Togo
31/03/2020,31,3,2020,0,0,Uganda,UG,UGA,42723139,Uganda
30/03/2020,30,3,2020,3,0,Uganda,UG,UGA,42723139,Uganda
29/03/2020,29,3,2020,16,0,Uganda,UG,UGA,42723139,Uganda
28/03/2020,28,3,2020,0,0,Uganda,UG,UGA,42723139,Uganda
27/03/2020,27,3,2020,0,0,Uganda,UG,UGA,42723139,Uganda
26/03/2020,26,3,2020,5,0,Uganda,UG,UGA,42723139,Uganda
25/03/2020,25,3,2020,0,0,Uganda,UG,UGA,42723139,Uganda
24/03/2020,24,3,2020,8,0,Uganda,UG,UGA,42723139,Uganda
23/03/2020,23,3,2020,0,0,Uganda,UG,UGA,42723139,Uganda
22/03/2020,22,3,2020,1,0,Uganda,UG,UGA,42723139,Uganda
31/03/2020,31,3,2020,5,0,United_Republic_of_Tanzania,TZ,TZA,56318348,United Republic of Tanzania
30/03/2020,30,3,2020,1,0,United_Republic_of_Tanzania,TZ,TZA,56318348,United Republic of Tanzania
29/03/2020,29,3,2020,0,1,United_Republic_of_Tanzania,TZ,TZA,56318348,United Republic of Tanzania
28/03/2020,28,3,2020,0,0,United_Republic_of_Tanzania,TZ,TZA,56318348,United Republic of Tanzania
27/03/2020,27,3,2020,1,0,United_Republic_of_Tanzania,TZ,TZA,56318348,United Republic of Tanzania
26/03/2020,26,3,2020,0,0,United_Republic_of_Tanzania,TZ,TZA,56318348,United Republic of Tanzania
25/03/2020,25,3,2020,0,0,United_Republic_of_Tanzania,TZ,TZA,56318348,United Republic of Tanzania
24/03/2020,24,3,2020,0,0,United_Republic_of_Tanzania,TZ,TZA,56318348,United Republic of Tanzania
23/03/2020,23,3,2020,6,0,United_Republic_of_Tanzania,TZ,TZA,56318348,United Republic of Tanzania
22/03/2020,22,3,2020,3,0,United_Republic_of_Tanzania,TZ,TZA,56318348,United Republic of Tanzania
21/03/2020,21,3,2020,0,0,United_Republic_of_Tanzania,TZ,TZA,56318348,United Republic of Tanzania
20/03/2020,20,3,2020,0,0,United_Republic_of_Tanzania,TZ,TZA,56318348,United Republic of Tanzania
19/03/2020,19,3,2020,2,0,United_Republic_of_Tanzania,TZ,TZA,56318348,United Republic of Tanzania
18/03/2020,18,3,2020,0,0,United_Republic_of_Tanzania,TZ,TZA,56318348,United Republic of Tanzania
17/03/2020,17,3,2020,1,0,United_Republic_of_Tanzania,TZ,TZA,56318348,United Republic of Tanzania
31/03/2020,31,3,2020,6,0,Zambia,ZM,ZMB,17351822,Zambia
30/03/2020,30,3,2020,1,0,Zambia,ZM,ZMB,17351822,Zambia
29/03/2020,29,3,2020,12,0,Zambia,ZM,ZMB,17351822,Zambia
28/03/2020,28,3,2020,2,0,Zambia,ZM,ZMB,17351822,Zambia
27/03/2020,27,3,2020,2,0,Zambia,ZM,ZMB,17351822,Zambia
26/03/2020,26,3,2020,9,0,Zambia,ZM,ZMB,17351822,Zambia
25/03/2020,25,3,2020,0,0,Zambia,ZM,ZMB,17351822,Zambia
24/03/2020,24,3,2020,0,0,Zambia,ZM,ZMB,17351822,Zambia
23/03/2020,23,3,2020,1,0,Zambia,ZM,ZMB,17351822,Zambia
22/03/2020,22,3,2020,0,0,Zambia,ZM,ZMB,17351822,Zambia
21/03/2020,21,3,2020,0,0,Zambia,ZM,ZMB,17351822,Zambia
20/03/2020,20,3,2020,0,0,Zambia,ZM,ZMB,17351822,Zambia
19/03/2020,19,3,2020,2,0,Zambia,ZM,ZMB,17351822,Zambia
31/03/2020,31,3,2020,0,0,Zimbabwe,ZW,ZWE,14439018,Zimbabwe
30/03/2020,30,3,2020,0,0,Zimbabwe,ZW,ZWE,14439018,Zimbabwe
29/03/2020,29,3,2020,2,0,Zimbabwe,ZW,ZWE,14439018,Zimbabwe
28/03/2020,28,3,2020,2,0,Zimbabwe,ZW,ZWE,14439018,Zimbabwe
27/03/2020,27,3,2020,0,0,Zimbabwe,ZW,ZWE,14439018,Zimbabwe
26/03/2020,26,3,2020,1,0,Zimbabwe,ZW,ZWE,14439018,Zimbabwe
25/03/2020,25,3,2020,0,0,Zimbabwe,ZW,ZWE,14439018,Zimbabwe
24/03/2020,24,3,2020,0,1,Zimbabwe,ZW,ZWE,14439018,Zimbabwe
23/03/2020,23,3,2020,0,0,Zimbabwe,ZW,ZWE,14439018,Zimbabwe
22/03/2020,22,3,2020,1,0,Zimbabwe,ZW,ZWE,14439018,Zimbabwe
21/03/2020,21,3,2020,1,0,Zimbabwe,ZW,ZWE,14439018,Zimbabwe
